"","age_under_5_2017","age_over_65_2017","median_age_2017","white_2010","black_2017","no_move_in_one_plus_year_2010","speak_english_only_2017","hs_grad_2017","bachelors_2017","computer_2017","homeownership_2010","per_capita_income_2017","poverty_2016","employed_2015","uninsured_2017","fed_spending_2009","density_2010","log_incident_rate"
"1281",6.7,14.6,38.5,88.7,0.6,87.1,85,85,17.2,88.6,81,26473.17,12,0.428218238808894,17.3,257382,65.4,-10.3704592463574
"1282",6.5,14.2,37.1,79.4,6.53,89.7,85.5,76.1,16.3,82.8,77,25626.32,17.1,0.449328387239485,12.2,626106,90.2,-8.48789660170756
"1283",6.1,18.2,41.8,95.1,1.29,89,96,76.6,14.8,71.5,76.1,22428.75,23.2,0.415230121586981,9.8,185333,33.3,-9.9646061699637
"1284",7.1,14.7,29.8,87.5,0,100,21.8,41.3,6.5,43.4,38,10978.26,16.2,0.638970157987127,40.2,4012,0.3,-7.44366368311559
"1285",5.3,16.9,37.4,70.1,13.95,85.9,97.8,84.9,17.2,73.3,69,20515.44,21.7,0.31268448110718,11.7,97085,60.5,-10.1495074338513
"1286",6.6,18,40.2,82.5,6.99,86.5,95.4,87.2,14.6,76.4,71.3,23759.02,20.2,0.417604990870359,7.4,794117,90.9,-7.99833539595298
"1287",5.9,18.9,41.6,96.6,0.62,87.9,98.6,85.8,15,81.7,74.8,26418.33,13.8,0.46700817172826,10.2,141478,20.4,-11.091209016276
"1288",5.8,21.7,43.7,98.6,0.07,90.9,93.9,90.5,17.1,80.3,83.2,27350.83,10.1,0.510175372784395,9.2,97896,23,-9.96768226457812
"1289",6.2,17.4,41,97.2,0.15,90.1,97.3,93.1,26.5,85.2,82.8,30642.52,7.4,0.504983071861142,4.9,165041,27.7,-10.2385778823829
"1290",5.2,19.8,44.5,90.7,2.59,74.2,94.8,90.4,18.2,80.8,70.9,27264.38,14.7,0.471424341131182,8.4,58699,9.2,-10.2041845620654
"1291",6,18.1,39.1,91.3,1.39,91.3,91.5,87.9,24.3,82.8,72.5,26450,13.6,0.467107913669065,5.1,134787,32.6,-9.76278767043299
"1292",7,13.4,34.8,70.1,5.74,82.2,77.5,90.1,41.5,89.6,62.2,32485.66,13.9,0.499178653787884,6.5,6709681,3341.7,-8.56780997965283
"1293",6.7,7.5,32.3,23.3,0.35,86.9,88.4,87.7,16,82.8,75,20957.43,20.9,0.350247524752475,32.3,17199,0.1,-6.82809345114562
"1294",5.9,16.6,40.8,91.1,2.64,81.3,95.7,87.1,13.5,83.8,71.4,24200,14.8,0.403130067619252,7.2,486834,164.7,-9.10675605571961
"1295",3.9,15.7,44.1,93.5,0.19,88.7,90.2,95.4,38.4,90,76.9,30225.69,8.2,0.587152888337719,17.7,71592,8,-10.303454238656
"1296",4.2,24.6,47.8,83.5,0.36,82,85.8,85.5,16.6,75.4,70.2,21661.54,18.4,0.336403862744552,16,207556,2.5,-9.7962641917481
"1297",5.6,17.6,43,96.5,0.84,87.6,99.2,78.6,8.7,77.8,72.8,21257.85,24.4,0.298950984782305,9.1,418951,81,-8.52621166174624
"1298",10.5,7.1,26.9,11.1,0.33,81.9,36.6,80.2,12.6,82,61.3,17802.36,25.5,0.351089857651246,23.4,340871,0.4,-7.54594595408692
"1299",5.3,15.1,40.4,88.4,0.55,83.4,89,94.3,43.1,93.5,71.9,40029.51,7,0.525246700665157,6.9,6038228,699.5,-9.89835863261058
"1300",6.4,17.5,40.1,91.1,0.22,85.1,96.9,89.8,15.5,82.6,77.4,25674.19,12.1,0.463670857677939,6.6,221091,45.6,-8.82977273352253
"1301",6.4,25.3,47.3,96.2,0.37,93.2,94.8,89,14.5,78.1,82.3,34133.19,10.5,0.585158737817234,6.8,85644,2.2,-9.24599704918422
"1302",6.9,12.7,27.9,79.9,1.89,77.3,57.9,77.9,24.1,86.8,59.7,20508.52,22.9,0.430829945179539,18.3,380088,36.4,-10.6429058541229
"1303",4.2,13.1,39.9,94.8,0.4,80,93,96.1,51.6,93.2,74.1,35613.83,7.2,0.562365109744676,9,74795,10,-9.70328711685488
"1304",5.5,17.2,41.9,79.8,6.64,91,91.3,87.1,21,83.6,74.2,31410.04,12.6,0.453345929774839,7.3,494617,199.1,-8.53322400848877
"1305",5.9,17.2,40.5,80.1,8.09,84.5,96.3,84.4,20.8,81.6,74,24231.87,15.4,0.428881615607806,11.4,1166583,261.6,-8.07069474473493
"1306",5.9,17.3,41.2,88.7,3.01,84.1,96.3,90.4,25.1,85.7,68.1,28293.25,15.2,0.410043896532492,5.5,727837,218.1,-8.45024745092529
"1307",5,19.7,44.4,96.5,0.68,87.4,98.3,82.4,9.8,72.4,75.6,22122.63,18.3,0.377178947368421,10.4,102958,60.2,-9.38219062890284
"1308",4.9,19.2,42.5,93.4,1.89,85.4,96.3,87.6,17.7,80.7,78.4,25657.45,14.7,0.409779401433188,7.6,289916,42.8,-11.1728266602933
"1309",5.7,17.5,38.3,44.9,26.98,92.3,98.2,75.9,11.2,70.7,78.8,20496.92,24.7,0.395087736097479,17.6,76106,27.4,-8.84824600756583
"1310",5.6,20.2,42.5,97.2,0.25,91.5,98.3,88.1,14.8,77.8,75,21999.59,16.1,0.398650996423097,12.2,143232,20.7,-10.7980437922643
"1311",7.3,17.1,36.9,95.3,0,89.7,96.7,92,20.1,90.3,79.2,25934.46,11.3,0.524413742955826,7.6,60428,3.9,-8.83582872418967
"1312",6.4,19.4,41.2,88,0.1,85.1,92.4,78,10.2,72.9,75.1,16957.74,19.7,0.406626362641024,8.5,85427,12.6,-10.6457581750556
"1313",5.8,17.7,40.4,95.9,0.16,87.5,94.5,92.1,18,86.6,79.8,30338.75,7.4,0.54227486695255,4.8,210563,74.6,-11.871871827284
"1314",5.1,24,47.9,96,0.04,86.7,96.6,88.2,18.1,84.1,77.6,26431.51,11.8,0.533046363554838,8.9,53185,8.5,-10.0124316395253
"1315",5.6,14.5,39.4,81.8,4.99,84.3,89.8,91.1,23.7,93.1,78.3,27661.92,9.6,0.45566443041337,10.9,1095350,315.8,-9.42828010384751
"1316",5.5,20.8,43.6,98.2,0.3,88.7,97.1,90.2,16.9,77.9,83.7,25952.72,14.4,0.501957451974143,9.5,81295,19.5,-9.70962970792384
"1317",5.9,18.9,43.7,95.2,1.16,87.1,98,83.4,12.9,79.3,81.7,20908.39,16.9,0.382244621050591,8.2,79794,18.9,-8.68202943386917
"1318",4.6,21,43,94.8,0.03,84,94.8,94.6,33,84.9,64.7,29290.58,14.4,0.512226992719806,9.2,86164,1.7,-8.92263163250217
"1319",6.3,16,38.2,85.2,6.04,88.8,97.5,75.4,12.2,73.7,84.4,19605.22,19.3,0.41177158709203,12.5,120784,23.8,-10.3062657207188
"1320",6.1,18.5,38.7,39.4,29.44,84.7,98.1,81.9,25.3,80.9,46.3,24816.53,18.2,0.406423569186187,10.6,113408,1045.8,-7.70008392412319
"1321",7.2,12.2,36.6,80.4,0.86,74.9,77.9,91.5,19.5,88.7,65.2,24596.05,11.8,0.392076900669968,17.7,141904,0.3,-7.22489906158354
"1322",5.8,18.8,39.8,93.1,0.42,80.7,94.9,92.7,24,86.3,66,26828.81,16,0.424216086759181,9.4,214507,12.6,-10.8546723433876
"1323",6.7,17.4,38.4,89.2,0.67,80.7,96.5,91.9,27.3,81.3,66.8,28609.57,14.2,0.448945137355411,10.3,1047220,30.1,-8.80577893706503
"1324",4.4,15,35.2,67,8.72,89.8,81.6,78.3,13,78.9,79.4,25809.79,17.3,0.348908102326411,16,74545,29.3,-9.32536404854496
"1325",5.2,17.5,43.3,92.5,0.24,85.2,96,90.5,18.6,88.2,76.8,27738.22,11,0.417453356128745,8,329573,75.1,-9.32463585169159
"1326",5.3,16.7,41.4,93.7,1.94,86.3,98.9,86.5,12.5,75.9,77.1,23922.27,14.2,0.389539347408829,12.2,174020,48,-9.25148231530736
"1327",6,19.3,40.2,78.5,0.38,79,86,85.3,17.7,82.9,66.1,20416.39,23.6,0.405933419919338,10.4,219727,14.9,-10.1015867627441
"1328",6.8,17.6,40.3,90.4,2.34,87.9,94.3,83.5,16.2,77.2,76.3,21467.97,20.7,0.388058298703653,9.4,360745,67.3,-8.30049504002906
"1329",4.1,26.1,52.1,88.1,0.27,88.2,94.7,95.9,40.4,86.2,73.3,33872.92,10.1,0.570051504985116,8.3,61313,3.6,-8.86139736419234
"1330",4.8,20.4,45.5,63,15.27,88.3,95.5,81.8,14.2,72.9,72.1,20900,21.5,0.441003215434084,15.7,110535,21.6,-9.87495946892159
"1331",5.7,16.4,39.6,93.7,1.04,87.9,94.4,92.8,20.2,87.7,80.3,28088.75,9.3,0.495607118720433,4.1,167940,45.2,-11.2313977488903
"1332",5.7,19.2,42.6,85.9,5.17,86.2,96.8,83.1,15.6,80,69.7,22054.66,18.6,0.372343296397759,11.8,358250,58.4,-9.31621439213164
"1333",6.8,17.4,36.2,70,10.71,76.8,91.6,87.7,24.3,87.8,63.5,26911.98,15.3,0.376545529024799,11.9,1491003,146,-8.23879147038262
"1334",5.2,20.1,44.6,97.3,0.8,90.8,98.5,87.1,13.5,76.8,77.4,24794.29,10.6,0.477345420336954,7.6,229067,33.9,-9.58988920245453
"1335",5.7,16.3,41,88.5,2.84,87.2,92.8,89.1,23.7,85.5,76.4,30158.04,9.8,0.500293146246402,6.5,4098310,481.1,-8.57357521770987
"1336",4.1,24.7,51.1,87.6,0.3,89.9,97.6,89.7,15.2,74.7,87.6,20448.56,14.8,0.381117474075221,8.1,91442,7.2,-10.3829772959923
"1337",5.6,19.3,42.5,66.7,1.51,81.7,97,86,14.7,76.8,78.8,21029.32,17.5,0.410012903225806,16.2,153422,19.7,-10.2772039623297
"1338",2.9,28.6,53.8,97.9,0.31,90,96.1,93.7,19.3,81.9,76.1,27504.71,14.4,0.417754113385414,8.4,58977,7.8,-10.0394597140593
"1339",5.7,17.3,42.6,76.1,7.83,89,92.7,86.8,25.6,85.8,80.6,25171.27,15,0.41883928150488,13,331132,60,-9.41573148765115
"1340",8.6,8.7,30.5,71,9.81,76.1,90.6,91.8,26.2,89.8,65.1,24179.56,12.9,0.380678379081466,9.4,1036809,319.6,-8.38639961333372
"1341",7.4,11.7,34.3,62.7,13.71,80.2,86.8,85.6,29.7,84,58.8,25460.56,18.9,0.475710963328255,12.6,13469746,2279.6,-7.60252070314564
"1342",4.9,17.6,42.7,62.1,17.27,85.4,97.3,76.9,11.4,77.8,74.7,21010.98,17.6,0.347800543438349,13.2,96762,29.6,-9.74221784243879
"1343",6.6,15.8,37.1,74.1,9.72,76.5,95.1,86,16.8,81.3,61.2,22299.61,20.6,0.376761473984189,12.3,1295209,89.6,-8.69550165601159
"1344",6.7,17.5,39.5,92.8,2.17,88,86.8,88.5,22.6,86.3,75.7,29234.01,11.5,0.543799625589052,5.6,367638,53,-10.0999996128494
"1345",4.9,15,33.3,89.3,0.55,72.9,91,91.1,35,91.6,56.5,27391.45,18.2,0.442156940375327,9.9,254598,17.8,-10.1368982162061
"1346",5.5,21.5,44.6,89.6,0.67,83.8,86.8,85.7,19.3,80.4,69.5,20973.23,17.2,0.43477478450215,13.2,185213,43.6,-9.82676848212272
"1347",5.9,19.9,42.8,89.7,0.33,83.5,91.1,87.5,15.4,85.9,72.2,23832.13,14.7,0.374818903522286,10.2,645257,31.4,-9.1318414215909
"1348",7.7,21.1,43.4,96.1,0.34,89.4,95.5,92.6,19.9,84.9,71.2,27620.24,12,0.537140448846275,11.4,44803,4.3,-9.15809926013049
"1349",5.5,16.1,40.9,92.8,2.48,85.6,97.9,78.7,11,67.6,78,21685.6,20.7,0.395280235988201,11.3,208432,40.3,-8.93093167289943
"1350",5.9,17.6,41.5,94.4,1.06,85.9,97.5,89.6,21,86.3,71.3,27430.95,9.5,0.480220883774773,6.4,674979,252.1,-9.18019998204065
"1351",6,13.7,38.5,83,5.91,85,92.1,92.1,42.2,92.4,80.6,34709.33,7.9,0.493710306094864,7.4,1041343,248.5,-9.67051638689537
"1352",6.2,12.5,36.2,67.8,12.85,84.7,93.8,90,27.4,88.6,74,26305.42,9.5,0.448827600167824,10.7,741905,238.2,-8.19548223822787
"1353",5.3,20,44.8,96.6,0.3,89.6,94.5,87.8,13.9,80.6,83.2,23702.09,15.5,0.439224486348885,11.2,331097,44.8,-9.37932336433096
"1354",7.1,16.6,39.2,81.3,3.68,86.6,78.6,84.7,18.3,81,74.1,26161.73,13.5,0.47903462962024,14.7,121057,17,-10.2950058545117
"1355",5.7,16.1,40.5,95,0.79,89.4,96.5,93,29.2,89.8,83.8,33531.25,7.5,0.49318018083651,6.3,287450,155.1,-9.93253651609415
"1356",5.1,23.8,49.7,79.3,0.33,87.7,96,91.4,22,81.8,71.7,31407.55,15.2,0.440328274723763,9,166177,13.2,-8.52383263987843
"1357",5.6,24.3,48.7,85.9,0.2,90.6,96.7,91.4,21.6,83.4,83.4,29273.52,15.5,0.453212199870214,7.4,330285,14.1,-9.46045037152021
"1358",5.7,16,40.6,68.1,7.31,89.4,66.7,87.6,47.7,90,62.7,52300.73,10,0.470224247401216,7.8,6984046,2204.7,-10.0251661377547
"1359",4.7,27.4,52.7,91.6,0.07,88,96.9,89.1,17.3,74.9,78.5,23017.86,17.6,0.376332808949484,16.4,94007,4.1,-9.63272814728026
"1360",7,15.2,36,27.1,36.04,94,97.2,68.2,12.9,65.1,73.9,16425.37,31.6,0.326827927432655,14.2,129296,16.6,-8.04503867925081
"1361",6.2,13.2,37.7,90,0.48,86.4,89.3,90.1,17.2,86,75.1,26813.04,12.9,0.519985430285835,14.7,71232,2.9,-9.47583434916412
"1362",5.1,15.6,37.8,78.2,6.15,83.8,87.3,92.6,40.5,87.8,58.9,36451.72,12.1,0.493606964066743,4.7,11550430,581.9,-8.50952126703872
"1363",7.4,12.1,33.2,49,20.33,74.8,89.3,89.3,24.8,88.9,52.1,25723.11,14.7,0.464889164470625,11.9,5872177,2630,-7.25411971762363
"1364",6,22.3,47.7,98.1,0.21,91.2,99.2,93.8,17.3,79.3,79,27744.09,12.3,0.592563028005056,5.8,46591,9.5,-9.61800306362783
"1365",6.7,13.5,37.1,65.8,14.71,89.5,79.6,80,14.2,81.7,79.6,22652.92,18.5,0.417609899176773,13,326826,70.7,-8.45035173069267
"1366",4,28.6,50.6,92.4,2.05,85.1,95.2,87.5,29.9,87.5,76.6,26343.61,16.6,0.383491512230173,16.1,263364,87.4,-9.72319393807641
"1367",6,17.8,41.8,97.8,0.4,87.3,95.8,92.5,20.2,85.2,77.9,30677.02,7.2,0.617997965286555,5.6,115752,27.9,-9.98158991742309
"1368",6.8,18.5,39.7,94.1,0.61,82.4,96.6,91.9,19.4,77,77.2,23533.88,16.4,0.358968807509704,11.7,128033,28.9,-9.69065008561897
"1369",5.7,14.5,37.3,73.4,4.78,85.1,68.9,83.8,27.8,84.5,55.5,28647.45,15.8,0.477979582309921,8.1,6405131,1530.3,-8.09035148017236
"1370",6.9,14.6,34,81.7,2.16,76.7,74.1,84.3,23.8,84,67.9,27272.76,13.4,0.445030969966582,16.3,941786,72.4,-8.76962419548549
"1371",4.3,20.9,45.5,97,0.71,87.9,98,84.6,23.4,80,74.2,25572.88,14.7,0.472302804889823,10.2,369258,97.8,-8.92271806785318
"1372",4.7,19,43.8,94.2,2.24,88.1,97.6,74.6,11.1,69.3,73.8,18818.22,29.9,0.327677679224485,13.5,475866,58.8,-10.0969035873773
"1373",5.1,17.2,40.6,89.1,3.39,80.3,95.6,89.2,19.8,84.1,74.5,30817.98,13.7,0.418398660308231,4.9,220619,49,-10.5767636034537
"1374",5.8,17.8,40.7,93.4,1.11,82.1,95.8,77.3,14.2,76.6,74.5,21968.4,18.2,0.372637152884675,10.9,285667,100.9,-9.98297626062638
"1375",4.9,20.5,44.6,95.8,1.19,83.9,97.8,83,14.5,75.6,72.9,21934.73,18.1,0.403537609147109,10.8,277260,71.4,-9.43121735656762
"1376",7.9,8.2,31.6,62.4,12.06,76.6,88.3,86.5,15.6,88.9,63.1,17925.61,18.6,0.367164384504232,18,50584,36.1,-9.40185564783222
"1377",6.5,17.2,39.7,89.9,2.8,80.3,98,79.5,9.8,76.7,66.4,18204.4,22.7,0.394617716682586,13.2,268205,32.4,-8.38434727808281
"1378",3.7,18.5,44.1,93.8,0.68,86.9,93.6,94,45,90.1,76.1,41054.77,9.8,0.51882533403622,4,1012953,385.7,-9.79928905988068
"1379",5.7,21.8,45.6,74.1,0.48,86.5,85,88.6,25.3,87.4,64,29925.11,12.3,0.472746807719327,7.7,199921,1.8,-11.192678877645
"1380",6.4,9.4,35.2,72.5,8.48,83.4,86.5,93.7,38.7,95.5,78.4,39036.18,5.7,0.446977022528206,7.7,682505,479.5,-9.28278213197123
"1381",5.4,17,42.1,84.3,4.57,87.1,92.3,83.4,18.1,82.4,73.2,24135.6,15.4,0.452563185684505,11.5,810768,294.7,-8.77075563567704
"1382",5.9,15.4,39.8,83.6,5.83,85.3,93.6,89.5,32.5,90.5,80.4,32604.07,9.8,0.443540884324604,10.3,1364710,276.4,-8.91415807724921
"1383",5.8,14.6,39.2,58.6,4.29,85.1,65.2,89.1,40.7,93.4,69.5,42237.76,8.7,0.459862545052245,7.2,6617496,1465.2,-9.02391838319242
"1384",5.1,17.8,44.1,88.7,3.5,90.3,95.1,91.9,35.3,90.6,84.8,39756.67,7.3,0.518350278696604,5,323456,128.5,-9.99276441692573
"1385",7,21.5,45.8,95.2,0,93.9,97.4,88.5,23.3,75.9,81.6,36918.4,10.1,0.52409312398484,9.1,35236,3.8,-9.13075589263334
"1386",5.3,15.6,40.5,96.7,0.45,87.8,96,92.4,37.6,88.7,69,31454.24,12.1,0.520525679398997,6.9,184013,53.3,-9.44242384285986
"1387",6.1,18.2,41.5,88.6,3.65,82.2,96.9,88.9,20.4,84.2,70.5,26252.54,14.8,0.426483483474372,9.4,657661,282.4,-8.85542375968537
"1388",6.3,22.7,43,97.3,0.33,89.8,97.1,92.2,23.9,80.3,73.4,30463.14,10.3,0.483098893690049,5.2,77256,13.2,-10.393018035762
"1389",3.7,31.4,54.5,95.6,0.25,90.8,97.3,91.3,16.7,81.4,81.1,28197.03,13.1,0.405729355842269,4.6,176837,8.9,-9.44656597883398
"1390",7.2,17.7,38.9,82,1.26,85.7,87,89.4,18.3,88,64.5,25519.09,14.2,0.411219618732645,13.9,392659,5,-10.7805487712183
"1391",7,16,36.1,77.5,0.5,84.6,75.2,81.1,13.2,81.7,64.6,19536.02,22.9,0.368729620236488,12.4,233241,3.2,-8.87399518610721
"1392",6.5,16.9,38.8,88.6,0.2,82.9,87.3,86.9,14.2,85.3,74.5,23391.7,15.9,0.459732495472497,14.5,160192,55.6,-10.0395688164739
"1393",8.5,13,33.8,70.5,2.19,82.7,60.1,73.5,12.6,87,67.2,23161.54,12,0.518315779184282,15.6,102887,79.5,-9.23310429657474
"1394",6.1,16.3,40.7,92.8,0.89,83.2,89.4,89.8,22.1,86.6,67.9,27028.7,12.7,0.489320171249948,8.7,882375,230.2,-9.07812356679787
"1395",5.1,12.5,33.4,74.5,5.94,76.7,85.6,95.1,54.3,93.1,63,37572.76,14.6,0.498676719696537,4.7,3342109,488.4,-8.68776503753896
"1396",6.2,15.7,39.2,94.9,0.8,85.6,93.8,87.5,13.7,85,74.6,24315.08,12.2,0.441477982577741,8.4,404602,121.3,-10.5701367417898
"1397",5.9,27.2,51.3,97.4,0.09,87.3,96.5,91.3,21.9,81.7,72.7,31445.13,14.8,0.450757903854482,11.7,40617,3.3,-7.96771336066871
"1398",7.2,19.9,42.3,60.9,17.29,84.3,98.8,78.5,10.7,55.6,71.4,16404.07,29,0.31240382811034,8.8,131706,35,-7.99313221739466
"1399",5.6,18.1,41.8,93.3,1.27,87.9,91.3,82.5,24.8,80.9,74.7,29351.59,9.7,0.487030194808279,12,334772,89.9,-10.8712600610339
"1400",5.3,14.9,35.5,92.1,0.67,80.1,92.9,94.2,33,88.7,66.1,30491.63,13.3,0.544275797652154,5.5,763677,253.8,-9.05542879668077
"1401",5.6,18.7,41.5,97.6,0.17,89,98.2,84.5,10.8,80.9,76.1,23030.58,17.3,0.428999785821375,8.1,86488,37.8,-9.42952944798266
"1402",4.4,26.1,48.8,93.3,0.99,91.7,90.7,83.8,25.3,76,73,25564.9,17.1,0.370186221727393,21.8,132699,44,-9.9922155109121
"1403",6.3,11.2,36.9,76.9,9.77,87.3,94.3,88.9,25.7,89.4,77.7,28963.14,11.2,0.457264920750203,10.7,107836,79.5,-9.03117098472875
"1404",3.7,20.6,44.5,91.9,2.12,81.7,93.7,80.5,20.2,75.9,72.8,26362.67,19.7,0.404378291210595,16.3,149842,72,-10.0586805461085
"1405",5.7,17.2,39.9,81.1,8.48,83.2,97.5,76.9,12.4,65.7,73.5,20749.61,22.6,0.369724380919063,19,100014,19.1,-9.49849733165117
"1406",5.4,14.2,37.3,72.5,0.44,81.9,68.1,86.4,39.8,90.9,59.6,37153.48,13.4,0.483808770184908,8.3,1568971,589.4,-9.01766859385721
"1407",5.9,17.5,41.2,97,0.18,88.7,95.2,77.8,11.7,71.9,79.4,21539.68,17.8,0.372452482297326,10,125649,29.8,-9.74059600460512
"1408",6,13,37.3,44.8,25.92,81.7,88.7,86.9,25.8,90.8,68.9,23190.78,14.7,0.444262064701088,15.5,351044,656.5,-9.28558838667507
"1409",6.2,12.3,38,86.6,3.31,85.2,88.6,90.8,35.7,94.4,80.6,33036.88,7.5,0.480573156033604,11.8,608862,508.3,-10.0558872228888
"1410",6.7,16.7,37.4,81,0.24,79.4,77.5,81.3,16,81.6,66.7,22747.48,20.9,0.463825982074157,12.3,111927,7.7,-10.780767149294
"1411",4.3,21.6,47.4,90.6,2.26,89.1,93.2,89.4,30.1,86,73.2,35465.95,12.7,0.494834428442661,5.2,498591,99.4,-9.27425777634762
"1412",5.8,16.3,40.5,94.3,1.02,85.3,96.5,88.1,12.8,81.3,80.2,21376.17,15.6,0.413518350243837,9,427661,89.8,-10.3577944107847
"1413",5.4,21,44.6,98.6,0.34,90.3,99.4,92.1,16,81.8,79.5,24844.49,11.7,0.440528231066761,5.7,190306,29.5,-11.3780903657466
"1414",6.1,19.8,42.2,96.5,0.19,83.3,98.6,85.2,16.2,82.2,72.7,21939.27,15.4,0.405289305089645,8.9,296431,62.5,-9.51214721847336
"1415",7.9,11.4,31.9,82.1,1.72,85,28.2,76.9,22.2,82.3,63.9,18919.29,22.7,0.387193318544401,22.3,8651993,790.6,-9.61548913707859
"1416",5,23.2,48.6,97.8,0.46,91.6,98.5,84.9,17.8,73,80.4,22969.16,18.3,0.38486284143417,10.2,78560,9.3,-9.34119318039494
"1417",4.4,16.5,43.5,71.1,10.58,87.4,88.6,94.9,46.7,93.1,84.5,39271.48,6,0.463307645640647,7.3,632435,548.3,-9.86674012611217
"1418",4.4,21.2,46,60.4,17.61,88.4,93,80.9,21.2,80.5,77.2,29274.38,18.9,0.3595745437729,7.8,151699,24.7,-9.83845112968829
"1419",5,18.4,43.5,92.5,1.97,89.3,92.8,92.1,27.2,87.9,77,32244.54,8.6,0.513282967930156,5.8,1416742,1011.2,-9.92396533312864
"1420",5.5,24.2,47,70.3,1.38,86.4,98.1,85.4,13.6,76.7,78.3,21831.62,21.2,0.326608884347047,17.8,218825,32.7,-8.97794162314763
"1421",7.1,19.1,40.6,89.1,0.08,88.6,94.6,91.1,21.8,81.9,82,24842.81,13.2,0.489173528514791,16,56081,4.8,-9.8870532460727
"1422",4.9,15.7,42.5,60.4,15.52,86.7,92.2,83.6,21,83.9,75.8,24941.6,15.2,0.462224115892629,9.5,435023,112.7,-9.72700605222386
"1423",6.5,15.3,38,93.3,0.4,85.3,90.1,84.8,22.3,85.5,76.8,28153.33,10.4,0.494504519351445,11.8,378415,145.6,-9.22802817764241
"1424",5.7,15.4,41.5,97.7,0.2,85.6,98.6,87.9,16.1,87.8,80.1,27252.63,10.5,0.484365063111034,8.8,411304,170.5,-10.457081675153
"1425",5.7,19,43,98.2,0.05,88.8,99.5,85.9,16.2,74.3,79.6,21620.38,15.7,0.378707981930298,7.4,233208,62.9,-9.87335475225589
"1426",6.3,16.3,41.4,98.2,0.45,86.8,99.1,74.9,12.6,76.4,72,18602.07,30.4,0.290905668748277,8.8,567845,100.3,-8.91437744099315
"1427",7.3,10.5,36.4,60.9,11.03,78,66.7,91.4,61.8,94.6,45.7,55309.87,10.5,0.584357346502311,13.7,4627257,9314.3,-9.55856631432095
"1428",4.1,12.9,31.3,89.4,1.99,71.1,88.8,93.5,43.7,90.1,60.1,30240.73,17,0.463378366434963,5.9,1316768,138.7,-9.97570433275128
"1429",6.4,18.4,40.6,64.2,17.2,84.4,98.6,81.3,15.5,65.9,67.5,18559.76,24.1,0.356782911725625,13.6,388221,69.5,-9.1468867523162
"1430",5.6,21,44.1,96.6,0.32,86,98.1,93.4,24.6,87.1,76.4,29746.64,11,0.46952429217394,5.8,504528,62.6,-8.64057828398688
"1431",5.9,18.6,41.7,55.1,20.76,91.3,99.1,83,12.5,49.8,73.8,15964.5,25.7,0.305072212593876,15,200300,22.5,-10.2698652719362
"1432",5.8,17.7,40.4,92.1,1.04,84.7,93.9,92.1,19.9,83.7,73.8,27988.61,12.4,0.46533092917397,4.4,138341,46.4,-9.48932220688246
"1433",5.4,16.3,42.3,98,0.21,89.6,97.2,95.2,30.6,87.7,81.7,37052.17,4.8,0.511650262879623,3.2,166250,85.6,-10.2053165832138
"1434",5.5,14.9,39.4,91.3,1.81,86.8,93.7,92.3,27.5,90,77.9,31843.8,7.8,0.478128579610538,7.7,877462,393,-9.13905916997122
"1435",4.3,5.5,37.7,36,2.55,69,46.1,88.3,16.2,91.8,36.3,28443.14,8,0.675788837570682,21.2,57275,1.3,-10.0504841312705
"1436",5.3,21.9,45,87.8,3.59,85.1,94.5,84.1,24.2,81.7,76.9,26470,14.6,0.426579669427998,13,497567,118.6,-8.9381509988149
"1437",5.1,16.5,40.3,91.7,1.27,89.9,92.7,77,11.9,73,75.9,17605.65,15.5,0.422111372378454,17,70877,79.3,-10.5128862090258
"1438",6.2,15.6,38.7,89.1,0.67,82.5,93.4,85.9,14.5,81.8,73,21998.06,16.8,0.40911263854352,10.8,415944,104.4,-9.33388054086598
"1439",6.4,10.5,35.8,66.3,10.19,81.4,83.2,92.5,51,94.6,66.2,37277.86,9.2,0.496186523601277,9.6,8146463,1078.8,-9.10815056866482
"1440",5,20.1,46,95.9,1,90.4,96.9,86.4,10.9,77.2,77.7,23090.57,16.8,0.438681089534732,9,143135,39.4,-10.3317573132976
"1441",6.8,16.2,39,91.2,2.25,84.4,95.9,89.1,21.6,84.1,69.6,27052.67,16.4,0.43278065743223,5.5,808174,210.9,-8.63153494488529
"1442",10.2,14.5,34.9,13.7,43.2,89.9,99.2,74.2,12.7,65.6,75,13644.76,33.7,0.26136210384356,11.7,108391,14.9,-8.91126025457203
"1443",6.4,15.4,38.1,89,1.02,86,86.6,87,21.1,84.9,77.7,27733.33,10.8,0.497774981943571,4.8,296086,97.7,-7.99296784620792
"1444",5.9,16.3,39.9,83.2,2.54,85.1,81.7,86,23.9,85.5,73.1,29214.56,13.1,0.48575974953847,7.6,2542863,480.4,-9.7600795703871
"1445",6.5,13,31.7,90.4,0.47,79.5,90.1,89.1,19.2,88.9,77.2,19665.15,16.8,0.377199542684237,13.1,163064,17.5,-10.2779004938888
"1446",3.9,21.9,48,96.9,1.2,85.4,88.4,88.3,18.3,84.1,71.5,27392.13,13.8,0.438744179900349,9.7,316574,18.4,-9.36694777185371
"1447",5.8,17.7,41.7,92.9,0.83,86.6,95.3,88.4,18.9,80.1,73.4,24452.52,14.6,0.425716951908184,7.5,962267,61.4,-9.35441185550462
"1448",8,12.9,35.1,87.1,0.04,78.1,69.7,81.3,16.2,90,68.9,24346.18,10,0.534871525957,15.6,56691,7.9,-10.0381932553884
